GeneID,logFC,PValue,FDR,Regulation,PathwayID,PathwayName,PathwaySource
LAMA4,1.394028127,9.47e-71,9.47e-71,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
LAMA5,1.630746396,1.3e-27,1.3e-27,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
LGMN,0.670457619,8.01e-08,8.01e-08,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
LIMD1,0.60427669,1.2e-16,1.2e-16,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
LRRC23,0.900941981,0.012196812,0.012196812,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MATN2,0.773178692,1.77e-09,1.77e-09,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MCC,0.995518095,6.99e-12,6.99e-12,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MEST,1.455228783,3.92e-79,3.92e-79,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MGAT3,1.410196981,0.004359812,0.004359812,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MSX2,1.196601809,5.52e-10,5.52e-10,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MTUS1,2.217777708,0.001053826,0.001053826,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MYCBPAP,3.298881923,0.015847659,0.015847659,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
MYLK,0.953025242,5.87e-76,5.87e-76,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
NAV1,0.712369375,1.51e-49,1.51e-49,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
NF1,2.371085143,0.003014985,0.003014985,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
NTN4,1.40213367,4.53e-51,4.53e-51,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
P2RX4,0.811526842,8.09e-09,8.09e-09,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PARP9,0.741567078,2.71e-05,2.71e-05,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PDGFD,0.894421951,0.000244845,0.000244845,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PIK3C2B,1.239976684,0.00047745,0.00047745,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PIK3CD,0.737775235,5.32e-10,5.32e-10,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PLPP3,0.702883824,2.77e-21,2.77e-21,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PLXNC1,2.456304061,0.000155286,0.000155286,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PODN,2.688939746,5.99e-15,5.99e-15,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PPARG,0.758266744,1.03e-11,1.03e-11,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PTK2B,1.532653057,0.000859247,0.000859247,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
PYCARD,0.757799975,0.000153789,0.000153789,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
RARRES2,2.237965687,0.000510678,0.000510678,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
RELN,1.322443191,1.14e-58,1.14e-58,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
RGCC,1.867902196,2.17e-77,2.17e-77,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
RHOF,0.775547447,0.029359758,0.029359758,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
RIPOR2,1.580531427,1.38e-10,1.38e-10,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
ROBO3,0.729586466,0.001066017,0.001066017,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
ROPN1L,2.589483351,0.029607313,0.029607313,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
ROR2,2.820628008,0.00384416,0.00384416,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SDC3,0.652013958,8.02e-34,8.02e-34,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SEMA3B,1.316441032,1.12e-20,1.12e-20,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SEMA4B,0.696682531,0.000170396,0.000170396,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SEMA4G,0.947935341,7.63e-06,7.63e-06,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SFRP1,0.679862909,1.79e-50,1.79e-50,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SHROOM2,1.405838141,1.19e-17,1.19e-17,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SMAD3,0.653476999,3.09e-39,3.09e-39,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SORL1,0.812839065,2.81e-06,2.81e-06,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SPINT2,1.089425479,0.020135167,0.020135167,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
STAT3,0.731103579,2.82e-37,2.82e-37,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
STAT5A,0.820012746,0.00026639,0.00026639,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
SYNPO2,1.014856658,0.000504596,0.000504596,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TAC3,3.021321745,0.007352892,0.007352892,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TCAF2,0.639987279,0.003017852,0.003017852,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TCP11L2,0.932469886,3.73e-05,3.73e-05,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TEK,1.023774058,2.62e-32,2.62e-32,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TGFB2,0.794331218,5.06e-06,5.06e-06,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TGFBR3,0.597758748,0.00064456,0.00064456,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
THY1,0.602901533,7.73e-40,7.73e-40,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TNC,1.425361729,1.7e-176,1.7e-176,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TNFRSF14,0.790138346,0.030741309,0.030741309,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TTC12,0.588456236,0.01372371,0.01372371,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TTLL1,0.681060727,0.002956473,0.002956473,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
TTLL3,0.945408495,0.020754749,0.020754749,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
VCAM1,5.929665834,5.72e-10,5.72e-10,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
VEGFA,0.799914277,1.92e-12,1.92e-12,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
VSIR,1.5713407,4.31e-21,4.31e-21,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
VSTM4,0.700998996,1.35e-10,1.35e-10,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
ZFAND5,0.763077891,1.22e-44,1.22e-44,Up,GOBP_CELL_MOTILITY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_MOTILITY,GOBP_CELL_MOTILITY.v2026.1.Hs.gmt
ADAMTS9,2.037593541,1.68e-06,1.68e-06,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
BCAM,0.710463031,6.59e-13,6.59e-13,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
BST1,0.827978246,3.75e-08,3.75e-08,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
CARMIL1,1.452542858,1.54e-08,1.54e-08,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
CASS4,0.745064445,2.18e-13,2.18e-13,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
CCDC80,0.746679331,8.86e-52,8.86e-52,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
CDKN2A,0.620464322,0.003718812,0.003718812,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
COL5A3,0.954958969,2.17e-10,2.17e-10,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
CSF1,1.122164592,3.34e-43,3.34e-43,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
DAB2,0.846289018,9.1e-69,9.1e-69,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
DDR1,0.772547226,0.00525808,0.00525808,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
EPHB3,0.853560727,0.000225131,0.000225131,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
FAM107A,4.81982213,0.02111992,0.02111992,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
FBLN1,0.811822489,3.27e-41,3.27e-41,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
FBLN2,0.748087541,1.02e-11,1.02e-11,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
GAS6,0.633463238,2.57e-35,2.57e-35,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
ITGA11,1.173486987,3.55e-60,3.55e-60,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
ITGA7,1.069824442,4.13e-09,4.13e-09,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
ITGA8,0.947211601,2.96e-11,2.96e-11,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
ITGBL1,0.860595941,3.54e-14,3.54e-14,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
LAMA5,1.630746396,1.3e-27,1.3e-27,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
NF1,2.371085143,0.003014985,0.003014985,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
NTN4,1.40213367,4.53e-51,4.53e-51,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
PLPP3,0.702883824,2.77e-21,2.77e-21,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
PTK2B,1.532653057,0.000859247,0.000859247,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
SFRP1,0.679862909,1.79e-50,1.79e-50,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
SMAD3,0.653476999,3.09e-39,3.09e-39,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
SVEP1,2.257524087,6.75e-280,6.75e-280,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
TEK,1.023774058,2.62e-32,2.62e-32,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
THY1,0.602901533,7.73e-40,7.73e-40,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
TMEM8B,0.58925113,0.001296766,0.001296766,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
VCAM1,5.929665834,5.72e-10,5.72e-10,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
VEGFA,0.799914277,1.92e-12,1.92e-12,Up,GOBP_CELL_SUBSTRATE_ADHESION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION,GOBP_CELL_SUBSTRATE_ADHESION.v2026.1.Hs.gmt
DDR1,0.772547226,0.00525808,0.00525808,Up,GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY,GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY.v2026.1.Hs.gmt
ITGA11,1.173486987,3.55e-60,3.55e-60,Up,GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY,GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY.v2026.1.Hs.gmt
DDR1,0.772547226,0.00525808,0.00525808,Up,GOBP_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY,GOBP_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY.v2026.1.Hs.gmt
BMP4,2.194445629,2.09e-25,2.09e-25,Up,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS.v2026.1.Hs.gmt
IL6R,1.005530624,5.74e-07,5.74e-07,Up,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS.v2026.1.Hs.gmt
RGCC,1.867902196,2.17e-77,2.17e-77,Up,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS.v2026.1.Hs.gmt
ADAMTS14,0.967245341,0.00264454,0.00264454,Up,GOBP_COLLAGEN_CATABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_CATABOLIC_PROCESS,GOBP_COLLAGEN_CATABOLIC_PROCESS.v2026.1.Hs.gmt
CTSK,0.59485923,0.014252916,0.014252916,Up,GOBP_COLLAGEN_CATABOLIC_PROCESS,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_COLLAGEN_CATABOLIC_PROCESS,GOBP_COLLAGEN_CATABOLIC_PROCESS.v2026.1.Hs.gmt
